Datazone 2011,All households,Unshared dwelling: Total,Unshared dwelling: Whole house or bungalow,Unshared dwelling: Whole house or bungalow: Detached,Unshared dwelling: Whole house or bungalow: Semi-detached,Unshared dwelling: Whole house or bungalow: Terraced (including end-terrace),"Unshared dwelling: Flat, maisonette or apartment","Unshared dwelling: Flat, maisonette or apartment: Purpose-built block of flats or tenement","Unshared dwelling: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Unshared dwelling: Flat, maisonette or apartment: In a commercial building",Unshared dwelling: Caravan or other mobile or temporary structure,Shared dwelling
S01010818,507,507,297,160,77,60,210,193,12,5,0,0
S01010819,374,374,291,87,107,97,83,61,22,0,0,0
S01010820,217,217,194,120,45,29,23,20,3,0,0,0
S01010821,245,245,225,203,16,6,20,16,4,0,0,0
S01010822,280,280,193,130,46,17,87,20,66,1,0,0
S01010823,147,147,135,21,53,61,12,11,1,0,0,0
S01010824,250,250,242,183,52,7,8,8,0,0,0,0
S01010825,125,125,111,100,8,3,7,6,1,0,7,0
S01010826,315,315,212,132,76,4,103,82,21,0,0,0
S01010827,221,221,203,91,109,3,18,11,7,0,0,0
S01010828,441,441,397,278,110,9,44,38,2,4,0,0
S01010829,464,462,238,116,41,81,224,203,21,0,0,2
S01010830,231,231,207,63,63,81,24,23,1,0,0,0
S01010831,197,197,193,138,47,8,4,4,0,0,0,0
S01010832,284,284,271,39,151,81,13,8,3,2,0,0
S01010833,348,348,285,235,48,2,39,36,3,0,24,0
S01010834,422,422,255,159,68,28,166,153,12,1,1,0
S01010835,270,270,249,141,99,9,20,9,11,0,1,0
S01010836,384,384,146,65,62,19,238,162,75,1,0,0
S01010837,289,289,198,25,139,34,90,89,1,0,1,0
S01010838,330,330,206,26,127,53,124,120,3,1,0,0
S01010839,339,339,209,36,89,84,130,96,34,0,0,0
S01010840,300,300,30,7,18,5,270,212,56,2,0,0
S01010841,390,390,70,11,42,17,320,307,12,1,0,0
S01010842,613,611,71,9,26,36,540,518,10,12,0,2
S01010843,407,407,29,8,16,5,378,362,16,0,0,0
S01010844,289,289,229,73,98,58,60,56,4,0,0,0
S01010845,259,259,195,41,91,63,64,61,3,0,0,0
S01010846,296,296,83,14,61,8,213,212,1,0,0,0
S01010847,259,259,228,64,115,49,31,30,1,0,0,0
S01010848,260,260,144,11,80,53,116,112,0,4,0,0
S01010849,364,364,292,21,169,102,72,68,2,2,0,0
S01010850,373,373,285,27,94,164,88,88,0,0,0,0
S01010851,347,347,302,11,141,150,45,45,0,0,0,0
S01010852,306,306,284,12,89,183,22,22,0,0,0,0
S01010853,358,358,339,30,133,176,19,17,2,0,0,0
S01010854,384,384,330,17,174,139,54,52,1,1,0,0
S01010855,223,223,205,10,102,93,18,16,0,2,0,0
S01010856,455,455,314,15,119,180,141,136,5,0,0,0
S01010857,324,324,239,56,150,33,85,82,3,0,0,0
S01010858,330,330,223,15,161,47,107,104,3,0,0,0
S01010859,304,304,220,9,110,101,84,78,6,0,0,0
S01010860,279,279,209,17,138,54,70,69,1,0,0,0
S01010861,332,332,68,8,41,19,264,259,5,0,0,0
S01010862,266,266,163,14,98,51,103,101,2,0,0,0
S01010863,317,317,241,74,90,77,76,58,18,0,0,0
S01010864,250,250,166,104,61,1,84,79,5,0,0,0
S01010865,345,345,166,55,98,13,179,128,49,2,0,0
S01010866,312,312,199,53,110,36,113,72,41,0,0,0
S01010867,285,285,125,46,59,20,160,76,84,0,0,0
S01010868,306,306,108,31,50,27,198,108,89,1,0,0
S01010869,290,290,190,64,106,20,100,48,51,1,0,0
S01010870,407,407,48,19,17,12,359,326,33,0,0,0
S01010871,408,408,53,20,30,3,355,296,58,1,0,0
S01010872,403,403,21,5,10,6,382,357,22,3,0,0
S01010873,400,400,10,1,5,4,390,365,12,13,0,0
S01010874,307,307,69,11,38,20,238,203,35,0,0,0
S01010875,257,257,31,7,10,14,226,218,7,1,0,0
S01010876,393,393,21,6,12,3,371,361,7,3,1,0
S01010877,467,467,117,16,82,19,350,324,25,1,0,0
S01010878,512,512,194,15,140,39,318,313,5,0,0,0
S01010879,387,387,234,45,105,84,153,144,9,0,0,0
S01010880,268,268,148,3,84,61,120,116,2,2,0,0
S01010881,285,285,160,7,126,27,125,123,2,0,0,0
S01010882,203,203,164,9,28,127,39,35,4,0,0,0
S01010883,336,336,171,158,6,7,165,165,0,0,0,0
S01010884,408,408,80,8,29,43,328,327,0,1,0,0
S01010885,541,541,24,11,3,10,516,502,12,2,1,0
S01010886,250,250,9,2,5,2,241,239,2,0,0,0
S01010887,458,458,66,5,23,38,392,390,2,0,0,0
S01010888,437,437,76,5,34,37,361,360,1,0,0,0
S01010889,344,344,8,0,3,5,336,330,5,1,0,0
S01010890,507,507,6,1,1,4,501,499,2,0,0,0
S01010891,280,280,9,3,0,6,271,235,2,34,0,0
S01010892,531,531,26,7,9,10,505,499,6,0,0,0
S01010893,327,327,30,3,7,20,297,289,8,0,0,0
S01010894,312,312,36,8,14,14,276,275,1,0,0,0
S01010895,256,256,44,4,28,12,212,209,1,2,0,0
S01010896,339,339,117,8,71,38,222,218,2,2,0,0
S01010897,380,380,264,23,169,72,116,115,1,0,0,0
S01010898,253,253,198,13,149,36,55,55,0,0,0,0
S01010899,221,221,203,19,93,91,18,18,0,0,0,0
S01010900,298,298,114,12,49,53,184,184,0,0,0,0
S01010901,205,205,144,11,114,19,61,59,2,0,0,0
S01010902,453,453,383,26,273,84,70,66,1,3,0,0
S01010903,427,427,166,14,101,51,261,251,9,1,0,0
S01010904,271,271,112,5,57,50,159,159,0,0,0,0
S01010905,290,290,143,32,54,57,147,146,1,0,0,0
S01010906,383,383,286,23,175,88,97,93,4,0,0,0
S01010907,199,199,186,43,45,98,13,13,0,0,0,0
S01010908,274,274,96,12,62,22,178,164,14,0,0,0
S01010909,284,284,140,32,68,40,144,110,31,3,0,0
S01010910,273,273,12,3,3,6,261,257,4,0,0,0
S01010911,360,360,15,0,3,12,345,327,11,7,0,0
S01010912,392,392,94,9,37,48,298,283,12,3,0,0
S01010913,293,293,164,42,52,70,129,123,6,0,0,0
S01010914,255,255,231,11,34,186,24,22,1,1,0,0
S01010915,271,271,255,10,49,196,16,14,2,0,0,0
S01010916,333,333,92,4,28,60,241,237,1,3,0,0
S01010917,369,369,159,18,57,84,210,198,12,0,0,0
S01010918,334,334,210,16,90,104,124,118,2,4,0,0
S01010919,335,335,207,8,80,119,128,127,1,0,0,0
S01010920,254,254,76,22,22,32,178,176,1,1,0,0
S01010921,257,257,226,7,125,94,31,31,0,0,0,0
S01010922,346,346,263,12,140,111,83,83,0,0,0,0
S01010923,398,398,269,11,64,194,129,126,3,0,0,0
S01010924,260,260,211,11,38,162,49,49,0,0,0,0
S01010925,386,386,231,4,61,166,155,154,1,0,0,0
S01010926,352,352,257,8,87,162,95,93,0,2,0,0
S01010927,251,251,208,4,147,57,43,43,0,0,0,0
S01010928,311,311,260,14,118,128,51,50,1,0,0,0
S01010929,271,271,233,7,111,115,38,38,0,0,0,0
S01010930,357,357,317,192,74,51,40,37,2,1,0,0
S01010931,203,203,197,81,79,37,5,5,0,0,1,0
S01010932,277,277,251,34,53,164,26,23,3,0,0,0
S01010933,276,276,266,169,72,25,10,10,0,0,0,0
S01010934,424,424,305,171,72,62,119,105,11,3,0,0
S01010935,323,323,226,125,81,20,97,84,11,2,0,0
S01010936,404,404,125,50,52,23,279,258,17,4,0,0
S01010937,323,323,303,49,175,79,20,18,2,0,0,0
S01010938,369,369,262,10,59,193,107,95,1,11,0,0
S01010939,199,199,153,33,86,34,46,45,0,1,0,0
S01010940,268,268,267,95,168,4,1,1,0,0,0,0
S01010941,323,323,321,79,186,56,2,2,0,0,0,0
S01010942,268,268,263,97,164,2,5,4,1,0,0,0
S01010943,244,244,191,7,60,124,53,53,0,0,0,0
S01010944,295,295,154,11,21,122,141,141,0,0,0,0
S01010945,222,222,204,12,23,169,18,18,0,0,0,0
S01010946,344,344,331,9,194,128,13,13,0,0,0,0
S01010947,242,242,227,25,29,173,15,11,0,4,0,0
S01010948,288,288,262,5,25,232,26,26,0,0,0,0
S01010949,344,344,341,114,216,11,2,1,1,0,1,0
S01010950,380,380,324,61,170,93,56,55,0,1,0,0
S01010951,258,258,253,4,68,181,5,5,0,0,0,0
S01010952,199,199,191,39,72,80,8,7,0,1,0,0
S01010953,225,225,190,33,94,63,35,34,0,1,0,0
S01010954,206,206,198,27,126,45,8,6,2,0,0,0
S01010955,345,345,320,133,137,50,25,23,1,1,0,0
S01010956,304,304,236,134,77,25,68,62,5,1,0,0
S01010957,231,231,228,74,131,23,3,3,0,0,0,0
S01010958,224,224,202,75,83,44,22,20,1,1,0,0
S01010959,290,290,130,39,54,37,160,155,4,1,0,0
S01010960,441,441,349,92,154,103,92,74,15,3,0,0
S01010961,246,246,230,24,94,112,16,15,0,1,0,0
S01010962,314,314,59,31,25,3,4,3,1,0,251,0
S01010963,395,395,301,108,86,107,65,62,3,0,29,0
S01010964,216,216,210,20,147,43,4,3,1,0,2,0
S01010965,230,230,61,13,29,19,169,165,3,1,0,0
S01010966,309,309,159,8,111,40,150,143,7,0,0,0
S01010967,309,309,164,7,79,78,143,139,4,0,2,0
S01010968,316,316,245,37,149,59,70,44,13,13,1,0
S01010969,264,264,208,61,121,26,54,39,13,2,2,0
S01010970,428,428,309,83,97,129,118,111,3,4,1,0
S01010971,401,401,375,111,172,92,26,17,8,1,0,0
S01010972,333,333,277,9,71,197,55,55,0,0,1,0
S01010973,205,205,203,2,36,165,2,2,0,0,0,0
S01010974,298,298,286,6,98,182,12,12,0,0,0,0
S01010975,195,195,148,6,53,89,47,45,0,2,0,0
S01010976,211,211,200,12,137,51,11,9,2,0,0,0
S01010977,312,312,281,62,88,131,31,31,0,0,0,0
S01010978,354,354,199,25,76,98,155,152,2,1,0,0
S01010979,324,324,259,8,110,141,65,65,0,0,0,0
S01010980,348,348,255,30,108,117,93,84,3,6,0,0
S01010981,330,330,188,33,114,41,142,135,0,7,0,0
S01010982,447,447,352,236,78,38,63,41,21,1,32,0
S01010983,388,388,274,46,176,52,114,113,1,0,0,0
S01010984,300,300,265,148,97,20,35,34,0,1,0,0
S01010985,244,244,146,10,109,27,98,97,1,0,0,0
S01010986,179,179,176,87,18,71,3,2,0,1,0,0
S01010987,219,219,215,191,8,16,4,4,0,0,0,0
S01010988,205,205,203,135,45,23,2,1,0,1,0,0
S01010989,357,357,267,91,37,139,90,89,0,1,0,0
S01010990,319,319,299,12,78,209,20,20,0,0,0,0
S01010991,198,198,190,41,89,60,8,7,0,1,0,0
S01010992,184,184,177,151,10,16,7,6,0,1,0,0
S01010993,252,252,235,138,88,9,17,12,2,3,0,0
S01010994,390,390,325,168,112,45,65,64,0,1,0,0
S01010995,290,290,286,77,167,42,4,3,1,0,0,0
S01010996,235,235,184,80,75,29,51,38,13,0,0,0
S01010997,290,290,277,187,88,2,12,12,0,0,1,0
S01010998,216,216,187,113,58,16,29,11,18,0,0,0
S01010999,412,412,255,155,38,62,157,129,21,7,0,0
S01011000,345,345,232,116,61,55,112,107,2,3,1,0
S01011001,273,273,247,9,59,179,25,23,0,2,1,0
S01011002,314,314,236,10,122,104,77,76,0,1,1,0
S01011003,280,280,202,6,82,114,78,77,1,0,0,0
S01011004,249,249,244,86,63,95,5,4,1,0,0,0
S01011005,337,337,128,12,45,71,209,203,6,0,0,0
S01011006,422,422,325,73,112,140,90,87,3,0,7,0
S01011007,280,280,275,7,103,165,5,3,0,2,0,0
S01011008,332,332,247,8,96,143,85,83,2,0,0,0
S01011009,222,222,182,11,48,123,40,39,1,0,0,0
S01011010,335,335,55,8,21,26,280,217,19,44,0,0
S01011011,435,435,78,12,49,17,356,345,3,8,1,0
S01011012,313,313,83,8,21,54,230,228,2,0,0,0
S01011013,375,375,354,18,103,233,21,18,0,3,0,0
S01011014,364,364,254,49,98,107,110,109,1,0,0,0
S01011015,200,200,155,22,49,84,45,43,2,0,0,0
S01011016,311,311,252,156,44,52,59,58,0,1,0,0
S01011017,352,352,340,199,96,45,11,6,4,1,1,0
S01011018,366,366,325,46,151,128,41,34,7,0,0,0
S01011019,408,408,363,187,95,81,44,41,2,1,1,0
S01011020,202,202,190,91,72,27,12,9,3,0,0,0
S01011021,351,351,341,47,210,84,7,5,0,2,3,0
S01011022,233,233,198,7,58,133,35,35,0,0,0,0
S01011023,350,348,279,59,149,71,69,67,1,1,0,2
S01011024,302,302,246,11,91,144,56,56,0,0,0,0
S01011025,276,276,258,11,40,207,18,18,0,0,0,0
S01011026,235,235,232,5,43,184,3,2,1,0,0,0
S01011027,418,418,253,12,78,163,165,154,4,7,0,0
S01011028,425,425,320,17,103,200,105,103,2,0,0,0
S01011029,264,264,196,5,31,160,68,68,0,0,0,0
S01011030,369,369,319,66,112,141,50,49,1,0,0,0
S01011031,320,320,214,63,61,90,106,106,0,0,0,0
S01011032,353,353,133,14,78,41,220,219,1,0,0,0
S01011033,275,275,271,7,159,105,4,4,0,0,0,0
S01011034,331,331,285,13,82,190,46,45,0,1,0,0
S01011035,252,252,249,18,55,176,3,3,0,0,0,0
S01011036,285,285,220,113,46,61,65,59,0,6,0,0
S01011037,409,409,194,30,70,94,215,211,2,2,0,0
S01011038,337,337,222,20,138,64,115,114,1,0,0,0
S01011039,392,392,236,49,122,65,156,154,2,0,0,0
S01011040,285,285,209,11,142,56,76,75,1,0,0,0
S01011041,292,292,214,25,124,65,78,76,0,2,0,0
S01011042,333,333,269,132,82,55,64,52,7,5,0,0
S01011043,310,310,255,37,148,70,55,47,7,1,0,0
S01011044,307,307,111,55,26,30,196,189,6,1,0,0
S01011045,369,369,349,218,83,48,19,13,2,4,1,0
S01011046,362,362,353,266,77,10,3,3,0,0,6,0
S01011047,396,396,392,249,109,34,4,2,1,1,0,0
S01011048,440,440,381,124,151,106,58,45,3,10,1,0
S01011049,322,322,286,74,151,61,34,34,0,0,2,0
S01011050,323,323,321,201,81,39,2,1,0,1,0,0
S01011051,428,428,411,211,120,80,16,5,7,4,1,0
S01011052,366,366,320,133,142,45,46,30,4,12,0,0
S01011053,295,295,268,50,106,112,27,22,3,2,0,0
S01011054,244,244,234,103,102,29,10,6,1,3,0,0
S01011055,228,228,227,160,51,16,1,1,0,0,0,0
S01011056,271,271,262,216,41,5,6,2,4,0,3,0
S01011057,238,238,236,108,99,29,1,1,0,0,1,0
S01011058,251,251,248,218,23,7,0,0,0,0,3,0
S01011059,248,248,245,197,43,5,2,1,0,1,1,0
S01011060,402,402,343,163,113,67,59,31,11,17,0,0
S01011061,404,404,370,81,128,161,34,25,8,1,0,0
S01011062,423,415,346,138,125,83,69,47,7,15,0,8
S01011063,472,472,460,105,197,158,12,6,5,1,0,0
S01011064,480,480,443,133,188,122,37,17,16,4,0,0
S01011065,289,289,269,161,78,30,20,14,3,3,0,0
S01011066,231,231,219,116,76,27,12,6,2,4,0,0
S01011067,284,284,269,89,146,34,15,15,0,0,0,0
S01011068,238,238,233,87,127,19,5,0,4,1,0,0
S01011069,251,251,232,92,107,33,19,17,2,0,0,0
S01011070,274,274,265,93,140,32,8,2,5,1,1,0
S01011071,357,357,352,252,82,18,5,5,0,0,0,0
S01011072,407,407,393,271,100,22,13,11,1,1,1,0
S01011073,286,286,268,138,111,19,18,7,10,1,0,0
S01011074,280,280,261,65,133,63,19,7,12,0,0,0
S01011075,322,322,288,14,146,128,34,30,3,1,0,0
S01011076,348,348,250,58,146,46,98,87,5,6,0,0
S01011077,337,337,326,47,84,195,11,9,0,2,0,0
S01011078,466,466,397,290,87,20,69,60,8,1,0,0
S01011079,488,488,381,162,162,57,107,64,22,21,0,0
S01011080,461,459,392,119,228,45,66,58,7,1,1,2
S01011081,352,352,323,53,144,126,29,28,1,0,0,0
S01011082,269,269,240,20,158,62,29,29,0,0,0,0
S01011083,347,347,338,83,186,69,9,3,6,0,0,0
S01011084,330,330,325,239,65,21,5,4,1,0,0,0
S01011085,383,383,381,250,114,17,2,2,0,0,0,0
S01011086,273,273,273,202,54,17,0,0,0,0,0,0
S01011087,262,262,241,46,115,80,20,19,1,0,1,0
S01011088,453,453,401,214,126,61,52,35,11,6,0,0
S01011089,310,310,295,84,110,101,15,13,1,1,0,0
S01011090,304,304,300,249,43,8,2,1,1,0,2,0
S01011091,260,260,258,208,46,4,2,2,0,0,0,0
S01011092,181,181,144,39,97,8,37,37,0,0,0,0
S01011093,239,239,230,169,48,13,4,2,1,1,5,0
S01011094,196,196,194,157,32,5,2,2,0,0,0,0
S01011095,318,318,316,243,63,10,2,1,1,0,0,0
S01011096,223,223,201,125,63,13,20,7,12,1,2,0
S01011097,284,284,277,201,62,14,5,3,0,2,2,0
S01011098,346,346,294,127,136,31,52,48,4,0,0,0
S01011099,358,358,270,60,57,153,88,87,0,1,0,0
S01011100,210,210,202,67,98,37,8,4,1,3,0,0
S01011101,247,247,216,13,57,146,31,30,0,1,0,0
S01011102,330,330,110,15,32,63,220,218,2,0,0,0
S01011103,312,312,114,22,38,54,196,175,16,5,2,0
S01011104,294,294,191,71,71,49,103,72,28,3,0,0
S01011105,405,405,243,43,86,114,128,120,7,1,34,0
S01011106,352,352,288,33,123,132,64,64,0,0,0,0
S01011107,324,324,254,76,155,23,70,68,2,0,0,0
S01011108,216,216,203,29,128,46,13,13,0,0,0,0
S01011109,389,389,305,76,203,26,84,79,5,0,0,0
S01011110,314,314,230,21,114,95,84,83,0,1,0,0
S01011111,407,407,243,33,124,86,164,162,2,0,0,0
S01011112,328,328,281,168,103,10,47,45,1,1,0,0
S01011113,446,446,428,104,226,98,18,16,2,0,0,0
S01011114,296,296,294,125,148,21,2,2,0,0,0,0
S01011115,411,411,320,15,162,143,91,90,1,0,0,0
S01011116,269,269,254,47,108,99,15,13,1,1,0,0
S01011117,359,359,230,113,82,35,128,86,32,10,1,0
S01011118,399,399,305,147,133,25,94,78,14,2,0,0
S01011119,422,422,375,238,87,50,47,41,5,1,0,0
S01011120,293,293,290,269,17,4,3,1,1,1,0,0
S01011121,313,313,105,15,48,42,208,161,19,28,0,0
S01011122,302,302,229,66,69,94,73,56,13,4,0,0
S01011123,490,490,457,48,166,243,33,32,1,0,0,0
S01011124,277,277,266,77,86,103,11,7,3,1,0,0
S01011125,220,220,154,21,105,28,65,64,1,0,1,0
S01011126,184,184,151,37,75,39,33,33,0,0,0,0
S01011127,153,153,148,18,114,16,5,5,0,0,0,0
S01011128,341,341,263,56,101,106,78,74,4,0,0,0
S01011129,356,356,338,276,51,11,18,16,2,0,0,0
S01011130,296,296,197,34,80,83,99,90,6,3,0,0
S01011131,318,318,227,51,101,75,91,59,25,7,0,0
S01011132,374,374,329,156,125,48,45,20,21,4,0,0
S01011133,190,190,179,45,85,49,11,11,0,0,0,0
S01011134,401,401,283,92,103,88,118,106,8,4,0,0
S01011135,337,337,303,63,115,125,34,30,4,0,0,0
S01011136,284,284,224,108,45,71,60,54,5,1,0,0
S01011137,186,186,167,47,67,53,19,9,9,1,0,0
S01011138,254,254,221,20,103,98,33,33,0,0,0,0
S01011139,281,281,253,43,187,23,28,26,2,0,0,0
S01011140,232,232,201,30,70,101,31,30,1,0,0,0
S01011141,230,230,226,27,75,124,4,2,2,0,0,0
S01011142,334,334,312,225,72,15,21,4,11,6,1,0
S01011143,398,398,379,260,79,40,19,8,9,2,0,0
S01011144,303,303,295,129,110,56,8,4,0,4,0,0
S01011145,267,267,258,199,49,10,8,4,3,1,1,0
S01011146,306,306,295,150,94,51,11,10,1,0,0,0
S01011147,450,450,410,147,159,104,40,28,9,3,0,0
S01011148,329,329,323,186,123,14,4,4,0,0,2,0
S01011149,265,265,233,119,90,24,6,2,3,1,26,0
S01011150,175,175,173,16,81,76,1,1,0,0,1,0
S01011151,218,218,185,56,106,23,19,16,3,0,14,0
S01011152,341,341,310,195,87,28,30,18,10,2,1,0
S01011153,455,455,261,138,70,53,191,178,10,3,3,0
S01011154,348,348,157,62,45,50,191,154,14,23,0,0
S01011155,348,348,185,77,48,60,163,157,6,0,0,0
S01011156,249,249,246,127,113,6,3,3,0,0,0,0
S01011157,284,284,279,161,114,4,5,3,1,1,0,0
S01011158,233,233,222,185,28,9,11,5,3,3,0,0
S01011159,300,300,277,49,102,126,23,22,1,0,0,0
S01011160,393,391,334,119,100,115,57,49,8,0,0,2
S01011161,269,269,246,31,41,174,23,23,0,0,0,0
S01011162,187,187,185,54,37,94,2,0,2,0,0,0
S01011163,352,352,345,18,167,160,7,7,0,0,0,0
S01011164,282,282,251,123,100,28,31,31,0,0,0,0
S01011165,356,356,272,21,95,156,84,82,1,1,0,0
S01011166,229,229,227,159,41,27,2,1,0,1,0,0
S01011167,279,279,273,219,50,4,3,0,3,0,3,0
S01011168,355,355,349,265,68,16,5,2,3,0,1,0
S01011169,346,346,298,127,148,23,48,48,0,0,0,0
S01011170,400,400,373,267,91,15,5,3,0,2,22,0
S01011171,409,409,395,268,102,25,12,4,7,1,2,0
S01011172,339,339,324,201,94,29,9,6,3,0,6,0
S01011173,224,224,213,147,54,12,6,3,1,2,5,0
S01011174,219,219,211,150,45,16,8,3,2,3,0,0
S01011175,259,259,236,101,74,61,23,22,1,0,0,0
S01011176,274,274,255,180,50,25,19,8,4,7,0,0
S01011177,402,402,370,187,131,52,31,22,4,5,1,0
S01011178,206,206,186,59,74,53,20,19,1,0,0,0
S01011179,272,272,221,29,70,122,51,45,2,4,0,0
S01011180,301,301,239,38,101,100,62,58,4,0,0,0
S01011181,198,198,162,108,29,25,5,3,2,0,31,0
S01011182,166,166,161,131,27,3,4,2,2,0,1,0
S01011183,226,226,163,130,11,22,63,61,1,1,0,0
S01011184,307,307,303,210,81,12,4,2,1,1,0,0
S01011185,296,296,273,61,188,24,23,21,1,1,0,0
S01011186,456,456,258,48,125,85,198,190,8,0,0,0
S01011187,287,287,268,91,160,17,19,19,0,0,0,0
S01011188,442,442,391,22,38,331,51,50,0,1,0,0
S01011189,356,356,261,87,44,130,95,85,4,6,0,0
S01011190,288,288,230,25,117,88,58,51,1,6,0,0
S01011191,241,241,234,10,80,144,7,7,0,0,0,0
S01011192,290,290,285,9,28,248,5,5,0,0,0,0
S01011193,286,286,237,6,19,212,49,47,2,0,0,0
S01011194,302,302,278,6,44,228,24,24,0,0,0,0
S01011195,318,318,316,10,48,258,2,2,0,0,0,0
S01011196,409,409,365,16,61,288,44,29,10,5,0,0
S01011197,348,348,343,10,39,294,5,5,0,0,0,0
S01011198,241,241,240,8,25,207,1,1,0,0,0,0
S01011199,342,342,330,27,63,240,12,12,0,0,0,0
S01011200,356,356,297,40,133,124,59,56,3,0,0,0
S01011201,267,267,265,35,110,120,2,2,0,0,0,0
S01011202,390,390,276,18,107,151,113,113,0,0,1,0
S01011203,364,364,344,35,79,230,20,20,0,0,0,0
S01011204,235,235,228,127,44,57,7,7,0,0,0,0
S01011205,237,237,232,166,52,14,4,4,0,0,1,0
S01011206,264,264,259,114,97,48,5,5,0,0,0,0
S01011207,326,326,298,114,33,151,28,24,1,3,0,0
S01011208,345,345,330,159,100,71,15,15,0,0,0,0
S01011209,283,283,278,20,98,160,5,5,0,0,0,0
S01011210,272,272,271,184,29,58,1,1,0,0,0,0
S01011211,252,252,246,171,25,50,6,4,1,1,0,0
S01011212,213,213,209,1,13,195,4,3,0,1,0,0
S01011213,421,421,366,52,19,295,48,45,0,3,7,0
S01011214,349,349,285,8,44,233,64,64,0,0,0,0
S01011215,260,260,173,7,29,137,87,82,3,2,0,0
S01011216,240,240,116,4,8,104,124,123,1,0,0,0
S01011217,380,380,261,7,54,200,119,116,3,0,0,0
S01011218,282,282,246,11,60,175,36,36,0,0,0,0
S01011219,352,352,300,15,67,218,52,50,2,0,0,0
S01011220,425,425,282,6,53,223,142,138,4,0,1,0
S01011221,449,449,320,5,96,219,129,127,1,1,0,0
S01011222,312,312,273,6,123,144,39,39,0,0,0,0
S01011223,361,361,342,10,149,183,19,19,0,0,0,0
S01011224,350,350,155,38,28,89,195,194,1,0,0,0
S01011225,327,327,248,24,79,145,79,73,3,3,0,0
S01011226,455,455,371,133,147,91,84,78,5,1,0,0
S01011227,397,397,123,39,30,54,274,229,23,22,0,0
S01011228,450,450,222,31,105,86,228,198,23,7,0,0
S01011229,286,286,87,28,16,43,198,191,7,0,1,0
S01011230,500,500,97,7,22,68,402,399,3,0,1,0
S01011231,298,298,200,11,87,102,98,96,2,0,0,0
S01011232,513,513,179,13,48,118,333,317,16,0,1,0
S01011233,158,158,117,33,52,32,41,35,6,0,0,0
S01011234,456,456,394,35,211,148,62,60,1,1,0,0
S01011235,195,195,116,12,40,64,79,77,2,0,0,0
S01011236,284,284,175,11,72,92,109,101,8,0,0,0
S01011237,331,331,247,10,136,101,84,81,1,2,0,0
S01011238,334,334,102,7,58,37,232,231,1,0,0,0
S01011239,427,427,101,19,34,48,324,298,24,2,2,0
S01011240,481,481,65,8,14,43,416,384,14,18,0,0
S01011241,540,540,165,32,76,57,375,329,40,6,0,0
S01011242,383,383,159,68,81,10,224,198,24,2,0,0
S01011243,545,545,74,6,14,54,469,426,21,22,2,0
S01011244,409,409,65,12,36,17,344,340,4,0,0,0
S01011245,446,446,257,31,121,105,189,187,2,0,0,0
S01011246,439,439,222,72,101,49,217,198,17,2,0,0
S01011247,357,357,306,182,88,36,51,46,5,0,0,0
S01011248,317,317,294,79,142,73,23,21,0,2,0,0
S01011249,308,308,293,154,116,23,15,15,0,0,0,0
S01011250,446,446,386,16,157,213,60,60,0,0,0,0
S01011251,385,385,374,16,211,147,10,9,1,0,1,0
S01011252,344,344,322,24,116,182,22,21,0,1,0,0
S01011253,391,391,287,16,77,194,104,99,1,4,0,0
S01011254,359,359,355,140,209,6,4,4,0,0,0,0
S01011255,267,267,263,224,31,8,4,2,0,2,0,0
S01011256,169,169,166,75,79,12,3,2,1,0,0,0
S01011257,188,188,186,124,55,7,2,2,0,0,0,0
S01011258,229,229,197,48,109,40,32,29,2,1,0,0
S01011259,383,383,165,25,91,49,218,205,13,0,0,0
S01011260,336,336,226,143,55,28,110,108,1,1,0,0
S01011261,310,310,232,19,122,91,78,78,0,0,0,0
S01011262,223,223,211,21,132,58,12,11,1,0,0,0
S01011263,431,431,402,86,142,174,29,29,0,0,0,0
S01011264,259,259,253,13,139,101,6,6,0,0,0,0
S01011265,468,468,420,12,145,263,48,47,1,0,0,0
S01011266,383,383,368,21,230,117,15,15,0,0,0,0
S01011267,266,266,168,82,64,22,98,98,0,0,0,0
S01011268,186,186,128,55,45,28,58,36,11,11,0,0
S01011269,279,279,138,51,52,35,141,139,0,2,0,0
S01011270,349,349,246,20,49,177,103,96,3,4,0,0
S01011271,357,351,325,28,109,188,26,25,1,0,0,6
S01011272,380,380,172,27,79,66,208,204,2,2,0,0
S01011273,339,339,296,12,62,222,43,42,1,0,0,0
S01011274,395,395,261,24,99,138,134,131,3,0,0,0
S01011275,277,277,259,7,150,102,18,16,1,1,0,0
S01011276,405,405,379,76,132,171,26,25,1,0,0,0
S01011277,284,284,228,58,148,22,56,55,1,0,0,0
S01011278,230,230,210,28,161,21,20,20,0,0,0,0
S01011279,302,302,226,48,128,50,76,74,2,0,0,0
S01011280,231,231,227,170,22,35,4,3,1,0,0,0
S01011281,238,238,218,144,46,28,20,18,1,1,0,0
S01011282,341,341,334,161,82,91,7,7,0,0,0,0
S01011283,251,251,244,186,34,24,7,6,0,1,0,0
S01011284,192,192,187,169,10,8,5,4,0,1,0,0
S01011285,297,297,288,10,67,211,9,9,0,0,0,0
S01011286,298,298,270,18,66,186,28,27,1,0,0,0
S01011287,337,337,266,19,57,190,71,70,1,0,0,0
S01011288,318,318,308,12,38,258,10,8,2,0,0,0
S01011289,431,431,399,18,190,191,32,31,1,0,0,0
