table_2025-11-20_14-28-03
SuperWEB2(tm),,,,,,,,,,,
,,,,,,,,,,,
housedhold2022ReadOnly,,,,,,,,,,,
Scotland's Census 2022 - National Records of Scotland Table UV402 - Accommodation type - Households All occupied households,,,,,,,,,,,
Intermediate Zone - Data Zone 2011 by Type of accomodation,,,,,,,,,,,
Counting: Households,,,,,,,,,,,
,,,,,,,,,,,
Filters:,,,,,,,,,,,
Default Summation,Households,,,,,,,,,,
Percentage: Row,,,,,,,,,,,
,,,,,,,,,,,
Type of accomodation,All occupied households,Whole house or bungalow: Total,Whole house or bungalow: Detached,Whole house or bungalow: Semi-detached,Whole house or bungalow: Terraced (including end-terrace),"Flat, maisonette or apartment: Total","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Flat, maisonette or apartment: In a commercial building",Caravan or other mobile or temporary structure,
Intermediate Zone - Data Zone 2011,,,,,,,,,,,
S01010447,100,41.3518887,4.5725646,26.8389662,9.3439364,59.44334,58.4493042,0.3976143,0,0,
S01010448,100,56.466877,10.7255521,27.1293375,18.6119874,44.4794953,44.4794953,0,0,0,
S01010449,100,19.8347107,1.3774105,10.1928375,7.4380165,80.9917355,80.9917355,0,0,0,
S01010450,100,36.8421053,0.2506266,22.556391,13.0325815,64.160401,63.6591479,0.5012531,0,0,
S01010451,100,39.1011236,3.5955056,20,15.505618,60.8988764,60,0.4494382,0.8988764,0,
S01010452,100,35.2040816,0.255102,28.0612245,6.8877551,64.7959184,64.5408163,0.255102,0,0,
S01010453,100,17.1597633,0.591716,10.9467456,6.5088757,81.9526627,80.1775148,1.4792899,0.591716,0,
S01010454,100,51.1811024,2.8871391,29.6587927,18.3727034,48.8188976,48.2939633,0.5249344,0,0,
S01010455,100,7.2265625,0.1953125,3.3203125,4.8828125,91.9921875,91.6015625,0.1953125,0.390625,0,
S01010456,100,35.6902357,0,29.96633,5.3872054,64.3097643,62.962963,1.010101,0.6734007,0,
S01010457,100,57.3459716,2.8436019,31.7535545,22.7488152,42.6540284,42.6540284,0,0,0,
S01010458,100,28.2666667,0.8,23.7333333,3.7333333,71.4666667,69.8666667,1.6,0,0.2666667,
S01010459,100,53.5864979,2.1097046,21.5189873,29.9578059,46.4135021,46.4135021,0,0,0,
S01010460,100,35.2769679,22.7405248,9.3294461,2.9154519,65.3061224,65.3061224,0,0,0.2915452,
S01010461,100,39.3162393,0.5698006,29.9145299,8.8319088,60.6837607,59.8290598,0,0.2849003,0,
S01010462,100,6.26703,1.3623978,3.2697548,1.6348774,93.1880109,93.1880109,0.5449591,0.5449591,0.5449591,
S01010463,100,62.7717391,1.9021739,50,11.4130435,37.5,35.8695652,1.6304348,0,0,
S01010464,100,51.6528926,1.2396694,36.7768595,13.6363636,48.3471074,47.9338843,0.4132231,0,0,
S01010465,100,78.5067873,9.9547511,20.1357466,48.4162896,21.4932127,20.8144796,0.4524887,0.4524887,0,
S01010466,100,45.7964602,1.7699115,16.3716814,27.6548673,54.2035398,53.539823,0.2212389,0.4424779,0,
S01010467,100,11.663067,4.5356371,6.0475162,0.8639309,88.336933,88.1209503,0,0.2159827,0,
S01010468,100,27.8422274,23.8979118,2.3201856,1.6241299,72.1577726,70.5336427,1.3921114,0.2320186,0,
S01010469,100,9.223301,4.6116505,1.4563107,1.4563107,91.7475728,89.3203883,0.9708738,0.7281553,0,
S01010470,100,56.302521,1.1204482,37.535014,16.5266106,42.5770308,43.1372549,0,0,0.280112,
S01010471,100,46.5256798,1.510574,32.0241692,12.9909366,54.3806647,51.9637462,0.9063444,0.6042296,0.3021148,
S01010472,100,31.8181818,1.2626263,8.0808081,20.959596,69.4444444,68.9393939,1.010101,0,0,
S01010473,100,28.8172043,0.6451613,5.1612903,23.0107527,71.1827957,69.8924731,1.2903226,0,0,
S01010474,100,6.4864865,0.8108108,4.5945946,1.0810811,92.7027027,92.7027027,0,0,0,
S01010475,100,21.8097448,0.4640371,6.0324826,15.3132251,79.1183295,77.4941995,2.5522042,0,0,
S01010476,100,23.0645161,0.8064516,4.3548387,17.9032258,77.4193548,75.483871,0.6451613,0.3225806,0,
S01010477,100,45.1086957,2.9891304,26.0869565,15.7608696,54.8913043,54.8913043,0,0,0,
S01010478,100,23.8188976,0.5905512,21.2598425,1.9685039,76.3779528,75.7874016,0.1968504,0,0,
S01010479,100,25.5725191,0.9541985,19.8473282,5.1526718,73.8549618,72.9007634,0.3816794,0,0.1908397,
S01010480,100,66.1921708,1.4234875,40.2135231,24.911032,33.8078292,33.4519573,0.3558719,0,0,
S01010481,100,24.1509434,1.509434,15.8490566,4.9056604,76.6037736,74.3396226,0.754717,0,0,
S01010482,100,76.2318841,0,45.7971014,30.1449275,23.4782609,23.1884058,0.2898551,0,0.2898551,
S01010483,100,49.0875912,0.9124088,24.4525547,24.0875912,50.9124088,50.3649635,0.5474453,0,0,
S01010484,100,58.9958159,2.0920502,38.0753138,18.8284519,41.4225941,41.4225941,0,0,0,
S01010485,100,88.4020619,15.4639175,22.6804124,50.257732,10.3092784,9.5360825,0.7731959,0,0.7731959,
S01010486,100,91.9689119,25.1295337,52.8497409,12.9533679,8.2901554,6.7357513,0,0.5181347,0,
S01010487,100,97.9118329,0.9280742,19.4895592,76.7981439,2.0881671,2.0881671,0,0,0,
S01010488,100,14.3302181,0.9345794,7.165109,6.2305296,85.6697819,85.6697819,0,0,0,
S01010489,100,28.6343612,2.8634361,12.1145374,13.6563877,71.1453744,69.8237885,1.3215859,0,0.2202643,
S01010490,100,19.1176471,2.2058824,4.0441176,13.6029412,80.5147059,80.1470588,0.3676471,0,0.3676471,
S01010491,100,15.9898477,0.7614213,10.1522843,5.8375635,84.0101523,83.248731,0.5076142,0.2538071,0,
S01010492,100,64.4268775,7.1146245,39.5256917,18.972332,35.1778656,34.7826087,0.3952569,0,0.7905138,
S01010493,100,33.1034483,1.7241379,16.5517241,14.4827586,67.2413793,66.5517241,0.3448276,0,0,
S01010494,100,43.5555556,0.8888889,37.7777778,4.4444444,56.8888889,56,0,0.8888889,0,
S01010495,100,31.9711538,1.6826923,10.3365385,19.9519231,68.0288462,67.3076923,0.7211538,0.4807692,0,
S01010496,100,40,3.5555556,26.8888889,9.5555556,59.1111111,58.6666667,0.2222222,0.2222222,0.2222222,
S01010497,100,61.038961,3.8961039,29.4372294,27.7056277,38.961039,38.0952381,0.8658009,0,0,
S01010498,100,53.9534884,3.255814,35.5813953,14.4186047,46.0465116,45.3488372,0,0.4651163,0,
S01010499,100,39.4299287,3.8004751,28.9786223,7.6009501,60.807601,59.6199525,0.2375297,0.9501188,0,
S01010500,100,56.1827957,18.0107527,22.5806452,16.3978495,44.0860215,44.0860215,0,0,0,
S01010501,100,53.7525355,6.0851927,24.5436105,23.1237323,46.2474645,46.0446247,0,0,0,
S01010502,100,67.6012461,3.1152648,46.105919,17.1339564,31.7757009,31.7757009,0,0,0,
S01010503,100,9.602649,0.6622517,3.6423841,6.6225166,90.397351,90.397351,0,0,0,
S01010504,100,93.3993399,75.5775578,11.5511551,4.290429,3.630363,0.660066,0.660066,2.640264,2.970297,
S01010505,100,96.124031,75.1937984,18.9922481,1.9379845,0,0.7751938,0.3875969,0,2.3255814,
S01010506,100,95.1219512,61.8625277,23.9467849,9.5343681,3.9911308,1.7738359,1.1086475,1.1086475,0.886918,
S01010507,100,81.9526627,23.964497,37.2781065,21.3017751,18.0473373,15.6804734,0.591716,1.183432,0,
S01010508,100,93.638171,57.8528827,29.2246521,6.5606362,5.7654076,3.9761431,1.5904573,0.9940358,0.9940358,
S01010509,100,93.3789954,63.9269406,23.2876712,5.9360731,4.56621,2.9680365,0,0.6849315,0.913242,
S01010510,100,89.1719745,38.641189,32.059448,18.4713376,10.403397,9.5541401,0.6369427,0.2123142,0.6369427,
S01010511,100,92.5824176,4.9450549,31.8681319,55.7692308,7.4175824,7.1428571,0.2747253,0,0,
S01010512,100,90.7142857,16.4285714,40.3571429,33.9285714,9.2857143,7.8571429,1.0714286,0,0,
S01010513,100,96.2264151,57.2327044,36.7924528,1.2578616,3.4591195,2.8301887,0,0,0.6289308,
S01010514,100,95.3571429,3.9285714,30,62.1428571,4.6428571,3.5714286,0,1.0714286,0,
S01010515,100,94.8863636,5.6818182,23.8636364,65.9090909,5.3977273,4.5454545,0.2840909,0,0,
S01010516,100,58.8235294,34.0557276,17.0278638,8.0495356,41.1764706,35.9133127,2.7863777,2.4767802,0,
S01010517,100,58.1333333,28,20,10.1333333,41.8666667,39.4666667,2.1333333,0.2666667,0,
S01010518,100,45.6521739,27.8985507,14.8550725,3.2608696,53.9855072,53.6231884,0.7246377,0,0,
S01010519,100,88.5350318,25.1592357,20.7006369,41.7197452,12.7388535,10.5095541,1.910828,0.3184713,0,
S01010520,100,86.4864865,6.8796069,40.5405405,39.8034398,13.7592138,11.3022113,0.4914005,2.2113022,0,
S01010521,100,55.7457213,14.9144254,22.7383863,18.3374083,43.2762836,42.0537897,0.4889976,0.7334963,0.4889976,
S01010522,100,41.5335463,12.1405751,17.571885,11.1821086,57.5079872,52.0766773,2.2364217,3.1948882,0,
S01010523,100,77.7448071,6.231454,30.5637982,42.4332344,22.2551929,20.1780415,0.8902077,0,0,
S01010524,100,94.5833333,77.5,10.8333333,7.5,3.3333333,0.8333333,0.4166667,0.8333333,0.8333333,
S01010525,100,98.2638889,70.4861111,20.4861111,7.2916667,1.3888889,1.3888889,0,0,1.0416667,
S01010526,100,90.3846154,31.8681319,33.7912088,24.7252747,9.3406593,8.5164835,0.8241758,0,0.2747253,
S01010527,100,77.665996,12.0724346,42.6559356,22.9376258,22.334004,20.9255533,1.0060362,0.6036217,0,
S01010528,100,95.6923077,62.7692308,18.7692308,14.1538462,2.1538462,1.2307692,0,0.6153846,2.4615385,
S01010529,100,97.3837209,60.755814,29.6511628,6.3953488,1.4534884,1.1627907,0.2906977,0,1.1627907,
S01010530,100,95.1890034,64.604811,22.3367698,8.2474227,5.1546392,1.7182131,0.3436426,1.3745704,0.6872852,
S01010531,100,92.8301887,57.3584906,22.6415094,13.3962264,7.1698113,4.7169811,1.1320755,1.3207547,0,
S01010532,100,96.969697,71.7171717,17.1717172,7.5757576,3.030303,1.010101,0.5050505,2.020202,1.010101,
S01010533,100,79.4223827,46.9314079,19.4945848,11.5523466,22.0216606,16.967509,2.166065,2.8880866,0,
S01010534,100,86.0158311,39.5778364,34.828496,11.6094987,13.9841689,12.1372032,1.055409,0.7915567,0,
S01010535,100,92.6910299,68.1063123,20.9302326,3.654485,4.9833887,1.9933555,2.3255814,0.9966777,0.6644518,
S01010536,100,79.5212766,10.9042553,33.2446809,35.106383,20.7446809,19.1489362,0.7978723,0,0,
S01010537,100,86.1290323,23.8709677,41.2903226,20.9677419,13.8709677,12.5806452,0.6451613,0.6451613,0,
S01010538,100,69.0140845,36.6197183,25.5868545,6.1032864,30.9859155,30.0469484,0.7042254,0.9389671,0,
S01010539,100,83.1509847,36.1050328,41.356674,4.8140044,16.8490153,15.7549234,1.0940919,0,0,
S01010540,100,96.2546816,69.2883895,18.3520599,8.6142322,3.3707865,1.8726592,1.4981273,0,0.3745318,
S01010541,100,95.6018519,59.9537037,24.537037,11.1111111,3.0092593,1.8518519,0.2314815,0.9259259,1.3888889,
S01010542,100,96.437659,65.1399491,23.1552163,8.1424936,3.562341,1.0178117,1.2722646,1.0178117,0,
S01010543,100,97.008547,75.6410256,17.9487179,4.2735043,1.2820513,0.4273504,0,0,2.1367521,
S01010544,100,97.5806452,37.9032258,42.4731183,17.2043011,2.4193548,1.6129032,0.8064516,0,0,
S01010545,100,79.403794,40.6504065,20.0542005,17.0731707,20.8672087,13.8211382,3.5230352,2.4390244,1.0840108,
S01010546,100,67.6056338,41.6901408,15.7746479,10.1408451,32.3943662,26.7605634,2.2535211,2.8169014,0,
S01010547,100,98.8372093,72.9651163,22.9651163,2.9069767,0.2906977,0.2906977,0.2906977,0.2906977,1.744186,
S01010548,100,88.9221557,67.9640719,14.9700599,5.6886228,8.0838323,7.4850299,0.5988024,0,2.0958084,
S01010549,100,94.0780619,66.8909825,25.1682369,2.2880215,5.2489906,4.9798116,0.4037685,0,0,
S01010550,100,91.4893617,35.3191489,43.4042553,12.7659574,8.5106383,8.0851064,0.4255319,0,0,
S01010551,100,100,75.3012048,24.3975904,1.5060241,0,0,0,0,0,
S01010552,100,95.7055215,73.006135,23.3128834,0.6134969,2.1472393,0.3067485,2.4539877,0,0.6134969,
S01010553,100,99.2753623,84.057971,12.3188406,2.8985507,0.7246377,0.7246377,0,0,1.4492754,
S01010554,100,77.3371105,23.2294618,27.4787535,27.1954674,22.6628895,20.9631728,1.4164306,0.2832861,0,
S01010555,100,62.8235294,27.0588235,21.8823529,13.8823529,36.9411765,27.5294118,4.9411765,4.4705882,0.4705882,
S01010556,100,84.4783715,16.0305344,33.5877863,34.8600509,14.2493639,14.2493639,0,0,0,
S01010557,100,94.1176471,37.8676471,35.6617647,20.5882353,5.8823529,5.1470588,0.7352941,0,0,
S01010558,100,76.2836186,36.9193154,28.3618582,11.2469438,23.7163814,21.7603912,1.2224939,0.4889976,0,
S01010559,100,76.9021739,40.7608696,28.8043478,8.423913,23.6413043,19.8369565,1.6304348,0.8152174,0,
S01010560,100,91.3669065,55.3956835,32.3741007,3.9568345,8.2733813,6.4748201,1.7985612,0,0,
S01010561,100,92.5675676,71.2837838,16.8918919,4.3918919,6.0810811,3.7162162,3.3783784,0.6756757,0,
S01010562,100,96.1904762,42.5396825,52.3809524,1.5873016,2.8571429,1.5873016,1.2698413,0,0,
S01010563,100,96.6019417,13.592233,60.1941748,22.3300971,3.3980583,1.4563107,1.4563107,0,0,
S01010564,100,77.2908367,10.3585657,59.7609562,8.3665339,21.1155378,21.5139442,0.3984064,0,0,
S01010565,100,93.3797909,26.1324042,57.4912892,8.7108014,6.271777,4.8780488,1.0452962,0,0,
S01010566,100,97.9879276,75.6539235,15.694165,6.639839,0.804829,0.804829,0.4024145,0,1.2072435,
S01010567,100,96.3553531,80.6378132,12.9840547,2.7334852,2.9612756,1.3667426,1.3667426,0.2277904,0.6833713,
S01010568,100,93.4081346,54.8387097,24.2636746,14.4460028,5.6100982,6.3113604,0,0.2805049,0.4207574,
S01010569,100,91.9724771,58.2568807,25,8.4862385,7.7981651,6.6513761,1.146789,0,0,
S01010570,100,95.5607477,30.8411215,30.1401869,34.5794393,4.2056075,2.1028037,0.9345794,0.2336449,0.2336449,
S01010571,100,65.4353562,15.5672823,43.5356201,7.1240106,34.0369393,33.5092348,0.5277045,0,0,
S01010572,100,73.2704403,5.9748428,25.1572327,42.1383648,26.1006289,24.5283019,0.3144654,0.3144654,0,
S01010573,100,93.4883721,4.6511628,13.9534884,74.8837209,6.5116279,6.0465116,0.4651163,0,0,
S01010574,100,99.1416309,83.2618026,12.8755365,3.0042918,0.4291845,0.4291845,0,0,0,
S01010575,100,100,82.4503311,14.5695364,3.6423841,0,0,0,0,0,
S01010576,100,98.5337243,80.9384164,17.3020528,0.2932551,1.7595308,0.8797654,0,0.2932551,0.2932551,
S01010577,100,90.6060606,4.8484848,27.8787879,57.8787879,9.3939394,8.7878788,0.6060606,0,0,
S01010578,100,95.7345972,10.9004739,72.5118483,11.8483412,4.7393365,3.3175355,0.9478673,0,0,
S01010579,100,96.8944099,48.447205,45.0310559,3.4161491,3.1055901,2.7950311,0.621118,0,0,
S01010580,100,47.1389646,14.4414169,20.9809264,12.2615804,52.8610354,51.4986376,1.0899183,0.2724796,0,
S01010581,100,71.1206897,23.7068966,29.7413793,17.6724138,28.8793103,26.2931034,2.5862069,0,0,
S01010582,100,78.1065089,40.2366864,28.7968442,9.0729783,21.6962525,21.6962525,0,0,0.1972387,
S01010583,100,86.4988558,50.1144165,34.7826087,1.6018307,13.5011442,13.5011442,0,0,0,
S01010584,100,86.8486352,50.8684864,19.6029777,16.3771712,12.9032258,12.9032258,0,0,0.248139,
S01010585,100,81.4241486,56.6563467,18.5758514,6.1919505,18.5758514,18.2662539,0.3095975,0,0,
S01010586,100,97.4683544,82.5949367,14.2405063,0.6329114,2.5316456,1.8987342,0.6329114,0.6329114,0,
S01010587,100,93.4931507,61.3013699,31.1643836,1.0273973,6.5068493,6.5068493,0,0,0,
S01010588,100,87.1111111,50.2222222,32.4444444,4.4444444,12.8888889,12.8888889,0,0,0,
S01010589,100,71.2643678,9.9616858,29.1187739,32.183908,28.7356322,28.7356322,0,0,0,
S01010590,100,100,94.1580756,3.7800687,0.6872852,1.3745704,1.3745704,0,0,0,
S01010591,100,77.7210884,31.292517,31.9727891,14.4557823,22.2789116,21.7687075,0.6802721,0.170068,0,
S01010592,100,55.3030303,21.5909091,31.8181818,1.8939394,44.6969697,44.3181818,0.7575758,0,0,
S01010593,100,77.7506112,38.1418093,29.5843521,10.0244499,22.2493888,21.2713936,0.8557457,0.2444988,0,
S01010594,100,69.0140845,31.3380282,22.1830986,15.4929577,29.5774648,28.5211268,1.4084507,0.3521127,0,
S01010595,100,85,33.3333333,46.6666667,3.6666667,14,14,0,0,0,
S01010596,100,84.0848806,53.9787798,25.994695,4.1114058,15.9151194,15.1193634,0,0.265252,0.530504,
S01010597,100,75.4143646,33.1491713,31.4917127,10.7734807,24.5856354,23.7569061,0.8287293,0,0,
S01010598,100,78.1491003,39.5886889,37.0179949,1.7994859,21.8508997,22.3650386,0.5141388,0,0,
S01010599,100,85.0765306,49.872449,27.1683673,8.0357143,14.7959184,14.4132653,0.3826531,0,0.127551,
S01010600,100,80.1904762,49.9047619,17.5238095,12.1904762,19.8095238,19.2380952,0.3809524,0.1904762,0,
S01010601,100,90.9698997,43.1438127,47.1571906,1.6722408,9.0301003,9.6989967,0.3344482,0.3344482,0,
S01010602,100,81.4516129,22.1774194,53.2258065,6.0483871,18.5483871,17.7419355,0.8064516,0,0,
S01010603,100,85.4794521,50.9589041,32.8767123,0.8219178,15.3424658,14.5205479,0.8219178,0,0,
S01010604,100,91.7948718,50.2564103,40.5128205,0.5128205,6.6666667,5.1282051,0.5128205,0,0,
S01010605,100,90.6976744,63.4249471,24.1014799,3.1712474,9.3023256,8.8794926,0.422833,0,0,
S01010606,100,85.1174935,12.5326371,37.3368146,35.2480418,13.8381201,12.0104439,1.305483,0.5221932,0,
S01010607,100,92.1135647,50.4731861,40.0630915,1.5772871,6.9400631,6.3091483,1.2618297,0,0,
S01010608,100,43.7888199,7.1428571,11.8012422,24.8447205,56.2111801,53.4161491,3.7267081,0,0,
S01010609,100,80.3921569,3.9215686,12.1568627,63.5294118,20.7843137,20.3921569,0.3921569,0,0,
S01010610,100,77.3809524,49.1071429,21.7261905,6.25,22.9166667,19.9404762,3.8690476,0,0,
S01010611,100,71.7791411,4.0899796,12.6789366,54.396728,28.2208589,28.0163599,0.204499,0,0,
S01010612,100,96.7105263,9.2105263,16.1184211,70.7236842,2.6315789,2.6315789,0,0,0.6578947,
S01010613,100,85.8858859,24.3243243,36.9369369,24.6246246,14.1141141,14.1141141,0,0,0,
S01010614,100,86.4951768,3.8585209,27.9742765,55.3054662,13.1832797,11.5755627,0,1.9292605,0,
S01010615,100,66.2303665,20.9424084,33.7696335,12.0418848,33.5078534,32.9842932,0.5235602,0,0.2617801,
S01010616,100,97.7077364,34.3839542,62.4641834,1.7191977,2.2922636,0.8595989,1.4326648,0,0.5730659,
S01010617,100,98.3240223,30.1675978,67.3184358,0.8379888,1.6759777,1.6759777,0,0,0.2793296,
S01010618,100,97.7491961,24.437299,72.3472669,0.9646302,2.5723473,1.9292605,0,0.3215434,0,
S01010619,100,28.2122905,4.1899441,10.3351955,13.6871508,70.6703911,64.2458101,5.8659218,0,0.2793296,
S01010620,100,10.5960265,1.986755,3.3112583,4.415011,90.0662252,74.6136865,6.1810155,9.2715232,0,
S01010621,100,59.5842956,28.1755196,20.3233256,11.5473441,40.4157044,36.4896074,3.0023095,0,0,
S01010622,100,57.5301205,5.7228916,18.9759036,32.8313253,42.4698795,41.8674699,1.2048193,0,0,
S01010623,100,95.4385965,17.5438596,27.3684211,49.122807,4.5614035,4.2105263,0.3508772,0,0,
S01010624,100,66.1157025,6.3360882,23.1404959,36.6391185,33.6088154,31.9559229,0.5509642,1.1019284,0.5509642,
S01010625,100,89.3416928,66.4576803,18.4952978,4.3887147,10.6583072,7.8369906,2.507837,0.3134796,0,
S01010626,100,78.6729858,45.971564,28.1990521,4.5023697,21.8009479,15.6398104,5.6872038,0.2369668,0,
S01010627,100,56.6666667,17.1794872,24.3589744,15.1282051,43.3333333,37.9487179,2.8205128,0.7692308,0,
S01010628,100,60.6521739,15.4347826,25.6521739,19.7826087,39.3478261,31.7391304,6.7391304,0.8695652,0,
S01010629,100,56.7287785,21.5320911,27.5362319,8.0745342,42.4430642,38.7163561,3.5196687,0.2070393,0,
S01010630,100,51.953125,22.65625,19.53125,8.59375,48.046875,45.3125,2.734375,0,0,
S01010631,100,29.4117647,12.0743034,10.8359133,6.501548,70.5882353,69.6594427,0.619195,0,0,
S01010632,100,65.7505285,12.4735729,44.6088795,8.6680761,34.2494715,32.346723,1.4799154,0.422833,0,
S01010633,100,82.2519084,4.5801527,34.7328244,42.3664122,17.7480916,17.1755725,0.5725191,0,0,
S01010634,100,90.0862069,2.5862069,44.3965517,43.1034483,9.9137931,10.7758621,0,0.4310345,0,
S01010635,100,78.041543,3.8575668,43.3234421,29.9703264,21.3649852,19.8813056,0.8902077,0.2967359,0.2967359,
S01010636,100,79.245283,20.4851752,49.5956873,8.3557951,20.754717,14.8247978,5.3908356,0.5390836,0,
S01010637,100,33.0578512,5.5096419,12.3966942,15.1515152,66.9421488,58.953168,7.7134986,0.2754821,0,
S01010638,100,64.1723356,10.2040816,26.3038549,27.6643991,35.1473923,31.0657596,3.6281179,0.2267574,0.6802721,
S01010639,100,40.4726736,6.9423929,16.9867061,16.5435746,59.5273264,54.5051699,4.8744461,0.1477105,0,
S01010640,100,46.1748634,10.9289617,20.4918033,13.6612022,53.8251366,45.3551913,7.3770492,0.5464481,0,
S01010641,100,31.0810811,5.4054054,14.4787645,11.1969112,69.1119691,65.8301158,2.8957529,0.1930502,0,
S01010642,100,52.1462639,3.8155803,15.8982512,32.4324324,47.8537361,46.4228935,0.9538951,0,0,
S01010643,100,69.4805195,6.4935065,23.0519481,38.961039,29.2207792,26.2987013,1.9480519,0.3246753,0,
S01010644,100,41.221374,4.3256997,21.6284987,15.7760814,59.5419847,56.7430025,2.5445293,0.2544529,0,
S01010645,100,70.3252033,16.6666667,50.4065041,1.2195122,29.2682927,27.2357724,0.8130081,0,0,
S01010646,100,92.5,50,40.9375,0.625,7.5,7.5,0,0,0,
S01010647,100,78.1144781,17.1717172,58.2491582,2.6936027,22.5589226,20.8754209,1.010101,0,0,
S01010648,100,74.7572816,18.7702265,38.5113269,17.4757282,24.2718447,24.5954693,0.9708738,0,0,
S01010649,100,67.0175439,26.6666667,30.1754386,10.5263158,32.6315789,30.5263158,2.1052632,0,0,
S01010650,100,75.17934,31.8507891,30.8464849,12.9124821,24.5337159,23.3859397,1.4347202,0,0.143472,
S01010651,100,87.8326996,6.0836502,42.2053232,39.5437262,12.1673004,11.4068441,0.3802281,0,0,
S01010652,100,84.4086022,32.7956989,33.0645161,18.5483871,15.5913978,15.0537634,0.2688172,0.2688172,0,
S01010653,100,82.3529412,15.8088235,63.9705882,2.5735294,17.6470588,17.2794118,0,0,0,
S01010654,100,89.7959184,3.4985423,37.6093294,49.271137,10.2040816,9.6209913,0.5830904,0,0.2915452,
S01010655,100,96.5034965,75.2913753,16.0839161,4.4289044,2.0979021,0.4662005,1.1655012,0.2331002,1.3986014,
S01010656,100,96,38,42.6666667,15.3333333,3.3333333,3,0.6666667,0.3333333,0,
S01010657,100,96.7153285,89.7810219,6.2043796,0.729927,2.5547445,2.189781,0,0.3649635,0,
S01010658,100,90.6344411,79.4561934,9.6676737,2.7190332,4.5317221,1.2084592,3.3232628,0,4.2296073,
S01010659,100,96.1165049,77.6699029,14.8867314,4.5307443,3.236246,0.6472492,0.6472492,0.3236246,0,
S01010660,100,83.1683168,32.3432343,35.6435644,14.5214521,17.8217822,15.5115512,1.320132,0.660066,0,
S01010661,100,77.0308123,22.6890756,27.1708683,27.1708683,22.9691877,16.8067227,3.6414566,2.5210084,0,
S01010662,100,95.2380952,60.0529101,31.2169312,3.968254,4.7619048,4.2328042,1.0582011,0,0,
S01010663,100,94.6428571,84.9489796,6.8877551,1.2755102,3.0612245,2.2959184,0.5102041,0.255102,2.0408163,
S01010664,100,99.378882,90.0621118,5.9006211,3.4161491,0.621118,0.621118,0,0,0,
S01010665,100,91.4634146,63.8211382,17.0731707,10.5691057,5.2845528,5.0813008,0,0.8130081,3.2520325,
S01010666,100,94.9709865,43.9071567,37.3307544,14.3133462,4.8355899,3.4816248,1.1605416,0.1934236,0.1934236,
S01010667,100,95.9044369,67.5767918,18.4300341,8.5324232,2.7303754,1.3651877,0.6825939,1.0238908,1.3651877,
S01010668,100,93.5483871,58.6021505,24.9103943,10.0358423,5.3763441,3.4050179,1.0752688,0.8960573,0.7168459,
S01010669,100,93.2624113,70.5673759,20.212766,2.4822695,1.7730496,1.0638298,0.3546099,0,4.964539,
S01010670,100,90.201005,57.2864322,24.8743719,9.2964824,7.7889447,8.2914573,0,0,2.5125628,
S01010671,100,91.740413,61.0619469,19.1740413,12.6843658,5.899705,4.4247788,1.179941,0.2949853,1.179941,
